,destination,passanger,gender,weather,maritalStatus,occupation,coupon,distance,has_children,direction_same,income,education,Age,time,expiration,temperature,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,Y
52,1,1,1,2,2,22,2,2,0,0,1,2,3,3,0,2,0,3,2,2,0,0
53,1,1,1,2,2,22,4,0,0,0,1,2,3,3,0,2,0,3,2,2,0,1
54,1,1,1,2,2,22,2,2,0,0,1,2,3,2,0,1,0,3,2,2,0,1
55,1,1,1,2,2,22,1,0,0,0,1,2,3,2,1,1,0,3,2,2,0,1
56,1,0,1,2,2,22,2,2,0,0,1,2,3,1,0,1,0,3,2,2,0,1
57,0,0,1,2,2,22,0,2,0,1,1,2,3,3,1,1,0,3,2,2,0,0
58,0,0,1,2,2,22,3,0,0,0,1,2,3,3,1,1,0,3,2,2,0,0
59,0,0,1,2,2,22,2,2,0,0,1,2,3,3,0,2,0,3,2,2,0,0
60,2,0,1,2,2,22,2,1,0,0,1,2,3,0,0,1,0,3,2,2,0,0
61,2,0,1,2,2,22,0,1,0,0,1,2,3,0,1,1,0,3,2,2,0,0
62,2,0,1,2,2,22,3,0,0,0,1,2,3,0,1,2,0,3,2,2,0,0
63,2,0,1,2,2,22,1,2,0,1,1,2,3,0,0,2,0,3,2,2,0,1
64,2,0,1,2,2,22,4,2,0,0,1,2,3,0,1,1,0,3,2,2,0,0
65,2,0,1,2,2,22,2,0,0,0,1,2,3,0,0,1,0,3,2,2,0,0
66,1,0,1,2,1,7,4,2,1,0,6,4,3,2,1,1,1,2,2,2,1,1
67,1,1,1,2,1,7,2,2,1,0,6,4,3,1,0,2,1,2,2,2,1,1
68,1,1,1,2,1,7,1,0,1,0,6,4,3,1,0,2,1,2,2,2,1,1
69,1,1,1,2,1,7,2,0,1,0,6,4,3,2,0,2,1,2,2,2,1,1
70,1,1,1,2,1,7,2,0,1,0,6,4,3,2,1,2,1,2,2,2,1,1
71,1,1,1,2,1,7,4,0,1,0,6,4,3,3,0,2,1,2,2,2,1,1
72,1,1,1,2,1,7,1,0,1,0,6,4,3,2,1,1,1,2,2,2,1,1
73,1,2,1,2,1,7,4,0,1,0,6,4,3,1,0,2,1,2,2,2,1,1
74,1,2,1,2,1,7,1,0,1,0,6,4,3,1,0,2,1,2,2,2,1,1
75,1,2,1,2,1,7,0,0,1,0,6,4,3,1,1,2,1,2,2,2,1,1
76,1,2,1,2,1,7,4,2,1,0,6,4,3,2,1,2,1,2,2,2,1,1
77,1,2,1,2,1,7,4,0,1,0,6,4,3,2,1,1,1,2,2,2,1,1
78,1,2,1,2,1,7,2,0,1,0,6,4,3,3,0,1,1,2,2,2,1,0
79,0,0,1,2,1,7,0,2,1,1,6,4,3,3,1,1,1,2,2,2,1,1
80,0,0,1,2,1,7,3,0,1,0,6,4,3,3,1,1,1,2,2,2,1,0
81,0,0,1,2,1,7,2,2,1,0,6,4,3,3,0,2,1,2,2,2,1,1
82,2,0,1,2,1,7,2,1,1,0,6,4,3,0,0,1,1,2,2,2,1,0
83,2,0,1,2,1,7,0,1,1,0,6,4,3,0,1,1,1,2,2,2,1,1
84,2,0,1,2,1,7,3,0,1,0,6,4,3,0,1,2,1,2,2,2,1,1
85,2,0,1,2,1,7,1,2,1,1,6,4,3,0,0,2,1,2,2,2,1,0
86,2,0,1,2,1,7,4,2,1,0,6,4,3,0,1,1,1,2,2,2,1,1
87,2,0,1,2,1,7,2,0,1,0,6,4,3,0,0,1,1,2,2,2,1,0
88,1,0,1,2,2,22,4,2,0,0,1,3,1,2,1,1,2,1,2,1,2,0
89,1,1,1,2,2,22,2,2,0,0,1,3,1,1,0,2,2,1,2,1,2,1
90,1,1,1,2,2,22,0,2,0,0,1,3,1,1,1,2,2,1,2,1,2,1
91,1,1,1,2,2,22,1,0,0,0,1,3,1,1,0,2,2,1,2,1,2,1
92,1,1,1,2,2,22,2,2,0,0,1,3,1,2,1,2,2,1,2,1,2,1
93,1,1,1,2,2,22,2,0,0,0,1,3,1,2,0,2,2,1,2,1,2,1
94,1,1,1,2,2,22,2,0,0,0,1,3,1,2,1,2,2,1,2,1,2,1
95,1,1,1,2,2,22,4,0,0,0,1,3,1,2,1,2,2,1,2,1,2,1
96,1,1,1,2,2,22,2,2,0,0,1,3,1,3,0,2,2,1,2,1,2,1
97,1,1,1,2,2,22,4,0,0,0,1,3,1,3,0,2,2,1,2,1,2,1
98,1,1,1,2,2,22,2,2,0,0,1,3,1,2,0,1,2,1,2,1,2,1
99,1,1,1,2,2,22,1,0,0,0,1,3,1,2,1,1,2,1,2,1,2,1
100,1,0,1,2,2,22,2,2,0,0,1,3,1,1,0,1,2,1,2,1,2,1
101,0,0,1,2,2,22,0,2,0,1,1,3,1,3,1,1,2,1,2,1,2,1
102,0,0,1,2,2,22,3,0,0,0,1,3,1,3,1,1,2,1,2,1,2,1
103,0,0,1,2,2,22,2,2,0,0,1,3,1,3,0,2,2,1,2,1,2,1
104,2,0,1,2,2,22,2,1,0,0,1,3,1,0,0,1,2,1,2,1,2,1
105,2,0,1,2,2,22,0,1,0,0,1,3,1,0,1,1,2,1,2,1,2,0
106,2,0,1,2,2,22,3,0,0,0,1,3,1,0,1,2,2,1,2,1,2,1
107,2,0,1,2,2,22,1,2,0,1,1,3,1,0,0,2,2,1,2,1,2,1
108,2,0,1,2,2,22,4,2,0,0,1,3,1,0,1,1,2,1,2,1,2,1
109,2,0,1,2,2,22,2,0,0,0,1,3,1,0,0,1,2,1,2,1,2,1
110,1,0,1,2,3,22,4,2,0,0,4,4,1,2,1,1,2,4,3,2,1,1
111,1,1,1,2,3,22,2,2,0,0,4,4,1,1,0,2,2,4,3,2,1,1
112,1,1,1,2,3,22,0,2,0,0,4,4,1,1,1,2,2,4,3,2,1,1
113,1,1,1,2,3,22,1,0,0,0,4,4,1,1,0,2,2,4,3,2,1,0
114,1,1,1,2,3,22,2,2,0,0,4,4,1,2,1,2,2,4,3,2,1,1
115,1,1,1,2,3,22,2,0,0,0,4,4,1,2,0,2,2,4,3,2,1,0
116,1,1,1,2,3,22,2,0,0,0,4,4,1,2,1,2,2,4,3,2,1,1
117,1,1,1,2,3,22,4,0,0,0,4,4,1,2,1,2,2,4,3,2,1,1
118,1,1,1,2,3,22,2,2,0,0,4,4,1,3,0,2,2,4,3,2,1,0
119,1,1,1,2,3,22,4,0,0,0,4,4,1,3,0,2,2,4,3,2,1,0
120,1,1,1,2,3,22,2,2,0,0,4,4,1,2,0,1,2,4,3,2,1,0
121,1,1,1,2,3,22,1,0,0,0,4,4,1,2,1,1,2,4,3,2,1,1
122,1,0,1,2,3,22,2,2,0,0,4,4,1,1,0,1,2,4,3,2,1,0
123,0,0,1,2,3,22,0,2,0,1,4,4,1,3,1,1,2,4,3,2,1,1
124,0,0,1,2,3,22,3,0,0,0,4,4,1,3,1,1,2,4,3,2,1,0
125,0,0,1,2,3,22,2,2,0,0,4,4,1,3,0,2,2,4,3,2,1,0
126,2,0,1,2,3,22,2,1,0,0,4,4,1,0,0,1,2,4,3,2,1,1
127,2,0,1,2,3,22,0,1,0,0,4,4,1,0,1,1,2,4,3,2,1,1
128,2,0,1,2,3,22,3,0,0,0,4,4,1,0,1,2,2,4,3,2,1,0
129,2,0,1,2,3,22,1,2,0,1,4,4,1,0,0,2,2,4,3,2,1,1
130,2,0,1,2,3,22,4,2,0,0,4,4,1,0,1,1,2,4,3,2,1,1
131,2,0,1,2,3,22,2,0,0,0,4,4,1,0,0,1,2,4,3,2,1,1
132,1,0,0,2,1,24,4,2,1,0,5,2,1,2,1,1,0,1,4,3,0,1
133,1,1,0,2,1,24,2,2,1,0,5,2,1,1,0,2,0,1,4,3,0,1
134,1,1,0,2,1,24,1,0,1,0,5,2,1,1,0,2,0,1,4,3,0,1
135,1,1,0,2,1,24,2,0,1,0,5,2,1,2,0,2,0,1,4,3,0,1
136,1,1,0,2,1,24,2,0,1,0,5,2,1,2,1,2,0,1,4,3,0,1
137,1,1,0,2,1,24,4,0,1,0,5,2,1,3,0,2,0,1,4,3,0,1
138,1,1,0,2,1,24,1,0,1,0,5,2,1,2,1,1,0,1,4,3,0,1
139,1,2,0,2,1,24,4,0,1,0,5,2,1,1,0,2,0,1,4,3,0,1
140,1,2,0,2,1,24,1,0,1,0,5,2,1,1,0,2,0,1,4,3,0,1
141,1,2,0,2,1,24,0,0,1,0,5,2,1,1,1,2,0,1,4,3,0,0
142,1,2,0,2,1,24,4,2,1,0,5,2,1,2,1,2,0,1,4,3,0,1
143,1,2,0,2,1,24,4,0,1,0,5,2,1,2,1,1,0,1,4,3,0,1
144,1,2,0,2,1,24,2,0,1,0,5,2,1,3,0,1,0,1,4,3,0,0
145,0,0,0,2,1,24,0,2,1,1,5,2,1,3,1,1,0,1,4,3,0,0
146,0,0,0,2,1,24,3,0,1,0,5,2,1,3,1,1,0,1,4,3,0,0
147,0,0,0,2,1,24,2,2,1,0,5,2,1,3,0,2,0,1,4,3,0,0
148,2,0,0,2,1,24,2,1,1,0,5,2,1,0,0,1,0,1,4,3,0,0
149,2,0,0,2,1,24,0,1,1,0,5,2,1,0,1,1,0,1,4,3,0,0
150,2,0,0,2,1,24,3,0,1,0,5,2,1,0,1,2,0,1,4,3,0,0
151,2,0,0,2,1,24,1,2,1,1,5,2,1,0,0,2,0,1,4,3,0,0
152,2,0,0,2,1,24,4,2,1,0,5,2,1,0,1,1,0,1,4,3,0,1
153,2,0,0,2,1,24,2,0,1,0,5,2,1,0,0,1,0,1,4,3,0,0
154,1,0,1,2,2,11,4,2,0,0,3,2,1,2,1,1,4,4,4,4,4,1
155,1,1,1,2,2,11,2,2,0,0,3,2,1,1,0,2,4,4,4,4,4,0
156,1,1,1,2,2,11,0,2,0,0,3,2,1,1,1,2,4,4,4,4,4,1
157,1,1,1,2,2,11,1,0,0,0,3,2,1,1,0,2,4,4,4,4,4,0
158,1,1,1,2,2,11,2,2,0,0,3,2,1,2,1,2,4,4,4,4,4,1
159,1,1,1,2,2,11,2,0,0,0,3,2,1,2,0,2,4,4,4,4,4,0
160,1,1,1,2,2,11,2,0,0,0,3,2,1,2,1,2,4,4,4,4,4,1
161,1,1,1,2,2,11,4,0,0,0,3,2,1,2,1,2,4,4,4,4,4,1
162,1,1,1,2,2,11,2,2,0,0,3,2,1,3,0,2,4,4,4,4,4,0
163,1,1,1,2,2,11,4,0,0,0,3,2,1,3,0,2,4,4,4,4,4,0
164,1,1,1,2,2,11,2,2,0,0,3,2,1,2,0,1,4,4,4,4,4,0
165,1,1,1,2,2,11,1,0,0,0,3,2,1,2,1,1,4,4,4,4,4,1
166,1,0,1,2,2,11,2,2,0,0,3,2,1,1,0,1,4,4,4,4,4,0
167,0,0,1,2,2,11,0,2,0,1,3,2,1,3,1,1,4,4,4,4,4,1
168,0,0,1,2,2,11,3,0,0,0,3,2,1,3,1,1,4,4,4,4,4,1
169,0,0,1,2,2,11,2,2,0,0,3,2,1,3,0,2,4,4,4,4,4,0
170,2,0,1,2,2,11,2,1,0,0,3,2,1,0,0,1,4,4,4,4,4,0
171,2,0,1,2,2,11,0,1,0,0,3,2,1,0,1,1,4,4,4,4,4,1
172,2,0,1,2,2,11,3,0,0,0,3,2,1,0,1,2,4,4,4,4,4,1
173,2,0,1,2,2,11,1,2,0,1,3,2,1,0,0,2,4,4,4,4,4,0
174,2,0,1,2,2,11,4,2,0,0,3,2,1,0,1,1,4,4,4,4,4,1
175,2,0,1,2,2,11,2,0,0,0,3,2,1,0,0,1,4,4,4,4,4,0
176,1,0,0,2,2,10,4,2,1,0,2,3,1,2,1,1,0,2,3,2,1,1
177,1,1,0,2,2,10,2,2,1,0,2,3,1,1,0,2,0,2,3,2,1,1
178,1,1,0,2,2,10,0,2,1,0,2,3,1,1,1,2,0,2,3,2,1,0
179,1,1,0,2,2,10,1,0,1,0,2,3,1,1,0,2,0,2,3,2,1,1
180,1,1,0,2,2,10,2,2,1,0,2,3,1,2,1,2,0,2,3,2,1,1
181,1,1,0,2,2,10,2,0,1,0,2,3,1,2,0,2,0,2,3,2,1,1
182,1,1,0,2,2,10,2,0,1,0,2,3,1,2,1,2,0,2,3,2,1,1
183,1,1,0,2,2,10,4,0,1,0,2,3,1,2,1,2,0,2,3,2,1,1
184,1,1,0,2,2,10,2,2,1,0,2,3,1,3,0,2,0,2,3,2,1,1
185,1,1,0,2,2,10,4,0,1,0,2,3,1,3,0,2,0,2,3,2,1,1
186,1,1,0,2,2,10,2,2,1,0,2,3,1,2,0,1,0,2,3,2,1,1
187,1,1,0,2,2,10,1,0,1,0,2,3,1,2,1,1,0,2,3,2,1,1
188,0,0,0,2,2,10,2,2,1,0,2,3,1,3,0,2,0,2,3,2,1,1
189,2,0,0,2,2,10,0,1,1,0,2,3,1,0,1,1,0,2,3,2,1,1
190,2,0,0,2,2,10,3,0,1,0,2,3,1,0,1,2,0,2,3,2,1,1
191,2,0,0,2,2,10,1,2,1,1,2,3,1,0,0,2,0,2,3,2,1,1
192,2,0,0,2,2,10,4,2,1,0,2,3,1,0,1,1,0,2,3,2,1,1
193,1,0,1,2,2,21,4,2,0,0,8,2,1,2,1,1,1,0,4,2,1,1
194,1,1,1,2,2,21,2,2,0,0,8,2,1,1,0,2,1,0,4,2,1,0
195,1,1,1,2,2,21,0,2,0,0,8,2,1,1,1,2,1,0,4,2,1,0
196,1,1,1,2,2,21,1,0,0,0,8,2,1,1,0,2,1,0,4,2,1,1
197,1,1,1,2,2,21,2,2,0,0,8,2,1,2,1,2,1,0,4,2,1,0
198,1,1,1,2,2,21,2,0,0,0,8,2,1,2,0,2,1,0,4,2,1,0
199,1,1,1,2,2,21,2,0,0,0,8,2,1,2,1,2,1,0,4,2,1,0
200,1,1,1,2,2,21,4,0,0,0,8,2,1,2,1,2,1,0,4,2,1,1
201,1,1,1,2,2,21,2,2,0,0,8,2,1,3,0,2,1,0,4,2,1,0
202,1,1,1,2,2,21,4,0,0,0,8,2,1,3,0,2,1,0,4,2,1,1
203,1,1,1,2,2,21,2,2,0,0,8,2,1,2,0,1,1,0,4,2,1,0
204,1,1,1,2,2,21,1,0,0,0,8,2,1,2,1,1,1,0,4,2,1,1
205,1,0,1,2,2,21,2,2,0,0,8,2,1,1,0,1,1,0,4,2,1,0
206,0,0,1,2,2,21,0,2,0,1,8,2,1,3,1,1,1,0,4,2,1,1
207,0,0,1,2,2,21,3,0,0,0,8,2,1,3,1,1,1,0,4,2,1,0
208,0,0,1,2,2,21,2,2,0,0,8,2,1,3,0,2,1,0,4,2,1,0
209,2,0,1,2,2,21,2,1,0,0,8,2,1,0,0,1,1,0,4,2,1,0
210,2,0,1,2,2,21,0,1,0,0,8,2,1,0,1,1,1,0,4,2,1,0
211,2,0,1,2,2,21,3,0,0,0,8,2,1,0,1,2,1,0,4,2,1,1
212,2,0,1,2,2,21,1,2,0,1,8,2,1,0,0,2,1,0,4,2,1,1
213,2,0,1,2,2,21,4,2,0,0,8,2,1,0,1,1,1,0,4,2,1,1
214,2,0,1,2,2,21,2,0,0,0,8,2,1,0,0,1,1,0,4,2,1,0
215,1,0,0,2,3,15,4,2,0,0,7,4,1,2,1,1,2,2,2,2,2,1
216,1,1,0,2,3,15,2,2,0,0,7,4,1,1,0,2,2,2,2,2,2,1
217,1,1,0,2,3,15,1,0,0,0,7,4,1,1,0,2,2,2,2,2,2,1
218,1,1,0,2,3,15,2,0,0,0,7,4,1,2,0,2,2,2,2,2,2,1
219,1,1,0,2,3,15,2,0,0,0,7,4,1,2,1,2,2,2,2,2,2,1
220,1,1,0,2,3,15,4,0,0,0,7,4,1,3,0,2,2,2,2,2,2,1
221,1,1,0,2,3,15,1,0,0,0,7,4,1,2,1,1,2,2,2,2,2,1
222,1,3,0,2,3,15,2,2,0,0,7,4,1,1,0,2,2,2,2,2,2,1
223,1,3,0,2,3,15,3,2,0,0,7,4,1,1,1,2,2,2,2,2,2,1
224,1,3,0,2,3,15,0,2,0,0,7,4,1,1,0,2,2,2,2,2,2,0
225,1,3,0,2,3,15,2,0,0,0,7,4,1,1,0,2,2,2,2,2,2,1
226,1,3,0,2,3,15,4,2,0,0,7,4,1,3,0,2,2,2,2,2,2,1
227,1,3,0,2,3,15,0,0,0,0,7,4,1,3,1,2,2,2,2,2,2,1
228,0,0,0,2,3,15,0,2,0,1,7,4,1,3,1,1,2,2,2,2,2,1
229,0,0,0,2,3,15,3,0,0,0,7,4,1,3,1,1,2,2,2,2,2,1
230,0,0,0,2,3,15,2,2,0,0,7,4,1,3,0,2,2,2,2,2,2,0
231,2,0,0,2,3,15,2,1,0,0,7,4,1,0,0,1,2,2,2,2,2,1
232,2,0,0,2,3,15,0,1,0,0,7,4,1,0,1,1,2,2,2,2,2,1
233,2,0,0,2,3,15,3,0,0,0,7,4,1,0,1,2,2,2,2,2,2,0
234,2,0,0,2,3,15,1,2,0,1,7,4,1,0,0,2,2,2,2,2,2,0
235,2,0,0,2,3,15,4,2,0,0,7,4,1,0,1,1,2,2,2,2,2,0
236,2,0,0,2,3,15,2,0,0,0,7,4,1,0,0,1,2,2,2,2,2,0
237,1,0,0,2,2,24,4,2,0,0,0,1,1,2,1,1,2,0,3,2,1,1
238,1,1,0,2,2,24,2,2,0,0,0,1,1,1,0,2,2,0,3,2,1,1
239,1,1,0,2,2,24,0,2,0,0,0,1,1,1,1,2,2,0,3,2,1,1
240,1,1,0,2,2,24,1,0,0,0,0,1,1,1,0,2,2,0,3,2,1,1
241,1,1,0,2,2,24,2,2,0,0,0,1,1,2,1,2,2,0,3,2,1,1
242,1,1,0,2,2,24,2,0,0,0,0,1,1,2,0,2,2,0,3,2,1,1
243,1,1,0,2,2,24,2,0,0,0,0,1,1,2,1,2,2,0,3,2,1,1
244,1,1,0,2,2,24,4,0,0,0,0,1,1,2,1,2,2,0,3,2,1,1
245,1,1,0,2,2,24,2,2,0,0,0,1,1,3,0,2,2,0,3,2,1,0
246,1,1,0,2,2,24,4,0,0,0,0,1,1,3,0,2,2,0,3,2,1,1
247,1,1,0,2,2,24,2,2,0,0,0,1,1,2,0,1,2,0,3,2,1,0
248,1,1,0,2,2,24,1,0,0,0,0,1,1,2,1,1,2,0,3,2,1,1
249,1,0,0,2,2,24,2,2,0,0,0,1,1,1,0,1,2,0,3,2,1,1
250,0,0,0,2,2,24,0,2,0,1,0,1,1,3,1,1,2,0,3,2,1,1
251,0,0,0,2,2,24,3,0,0,0,0,1,1,3,1,1,2,0,3,2,1,0
252,0,0,0,2,2,24,2,2,0,0,0,1,1,3,0,2,2,0,3,2,1,0
253,2,0,0,2,2,24,2,1,0,0,0,1,1,0,0,1,2,0,3,2,1,1
254,2,0,0,2,2,24,0,1,0,0,0,1,1,0,1,1,2,0,3,2,1,0
255,2,0,0,2,2,24,3,0,0,0,0,1,1,0,1,2,2,0,3,2,1,1
256,2,0,0,2,2,24,1,2,0,1,0,1,1,0,0,2,2,0,3,2,1,1
257,2,0,0,2,2,24,4,2,0,0,0,1,1,0,1,1,2,0,3,2,1,0
258,2,0,0,2,2,24,2,0,0,0,0,1,1,0,0,1,2,0,3,2,1,0
259,1,0,0,2,1,24,4,2,1,0,5,5,2,2,1,1,0,1,2,1,1,1
260,1,1,0,2,1,24,2,2,1,0,5,5,2,1,0,2,0,1,2,1,1,1
261,1,1,0,2,1,24,1,0,1,0,5,5,2,1,0,2,0,1,2,1,1,1
262,1,1,0,2,1,24,2,0,1,0,5,5,2,2,0,2,0,1,2,1,1,0
263,1,1,0,2,1,24,2,0,1,0,5,5,2,2,1,2,0,1,2,1,1,0
264,1,1,0,2,1,24,4,0,1,0,5,5,2,3,0,2,0,1,2,1,1,1
265,1,1,0,2,1,24,1,0,1,0,5,5,2,2,1,1,0,1,2,1,1,1
266,1,2,0,2,1,24,4,0,1,0,5,5,2,1,0,2,0,1,2,1,1,1
267,1,2,0,2,1,24,1,0,1,0,5,5,2,1,0,2,0,1,2,1,1,0
268,1,2,0,2,1,24,0,0,1,0,5,5,2,1,1,2,0,1,2,1,1,0
269,1,2,0,2,1,24,4,2,1,0,5,5,2,2,1,2,0,1,2,1,1,1
270,1,2,0,2,1,24,4,0,1,0,5,5,2,2,1,1,0,1,2,1,1,1
271,1,2,0,2,1,24,2,0,1,0,5,5,2,3,0,1,0,1,2,1,1,0
272,0,0,0,2,1,24,0,2,1,1,5,5,2,3,1,1,0,1,2,1,1,1
273,0,0,0,2,1,24,3,0,1,0,5,5,2,3,1,1,0,1,2,1,1,1
274,0,0,0,2,1,24,2,2,1,0,5,5,2,3,0,2,0,1,2,1,1,0
275,2,0,0,2,1,24,2,1,1,0,5,5,2,0,0,1,0,1,2,1,1,1
276,2,0,0,2,1,24,0,1,1,0,5,5,2,0,1,1,0,1,2,1,1,0
277,2,0,0,2,1,24,3,0,1,0,5,5,2,0,1,2,0,1,2,1,1,1
278,2,0,0,2,1,24,1,2,1,1,5,5,2,0,0,2,0,1,2,1,1,1
279,2,0,0,2,1,24,4,2,1,0,5,5,2,0,1,1,0,1,2,1,1,1
280,2,0,0,2,1,24,2,0,1,0,5,5,2,0,0,1,0,1,2,1,1,0
281,1,0,0,2,0,1,4,2,1,0,1,4,3,2,1,1,0,4,1,2,0,1
282,1,1,0,2,0,1,2,2,1,0,1,4,3,1,0,2,0,4,1,2,0,1
283,1,1,0,2,0,1,1,0,1,0,1,4,3,1,0,2,0,4,1,2,0,0
284,1,1,0,2,0,1,2,0,1,0,1,4,3,2,0,2,0,4,1,2,0,1
285,1,1,0,2,0,1,2,0,1,0,1,4,3,2,1,2,0,4,1,2,0,1
286,1,1,0,2,0,1,4,0,1,0,1,4,3,3,0,2,0,4,1,2,0,0
287,1,1,0,2,0,1,1,0,1,0,1,4,3,2,1,1,0,4,1,2,0,0
288,1,2,0,2,0,1,4,0,1,0,1,4,3,1,0,2,0,4,1,2,0,0
289,1,2,0,2,0,1,1,0,1,0,1,4,3,1,0,2,0,4,1,2,0,0
290,1,2,0,2,0,1,0,0,1,0,1,4,3,1,1,2,0,4,1,2,0,0
291,1,2,0,2,0,1,4,0,1,0,1,4,3,2,1,1,0,4,1,2,0,0
292,1,2,0,2,0,1,2,0,1,0,1,4,3,3,0,1,0,4,1,2,0,1
293,0,0,0,2,0,1,0,2,1,1,1,4,3,3,1,1,0,4,1,2,0,0
294,0,0,0,2,0,1,2,2,1,0,1,4,3,3,0,2,0,4,1,2,0,1
295,2,0,0,2,0,1,2,1,1,0,1,4,3,0,0,1,0,4,1,2,0,1
296,2,0,0,2,0,1,0,1,1,0,1,4,3,0,1,1,0,4,1,2,0,0
297,2,0,0,2,0,1,3,0,1,0,1,4,3,0,1,2,0,4,1,2,0,0
298,2,0,0,2,0,1,1,2,1,1,1,4,3,0,0,2,0,4,1,2,0,0
299,2,0,0,2,0,1,4,2,1,0,1,4,3,0,1,1,0,4,1,2,0,0
